,bottom_temp,PDO,NPGO,depth_m,latitude,year,julian,grain_size
199806016126,7.70,-0.04,0.39,143.00,42.58,1998.00,182.00,3.90
199806016127,7.90,-0.04,0.39,96.00,42.93,1998.00,182.00,4.21
199806016128,7.90,-0.04,0.39,137.00,42.91,1998.00,182.00,4.46
199806016135,7.10,-0.04,0.39,200.00,43.26,1998.00,184.00,4.63
199806016136,7.70,-0.04,0.39,119.00,43.27,1998.00,184.00,4.22
199806016137,7.90,-0.04,0.39,77.00,43.28,1998.00,184.00,3.12
199806016138,7.90,-0.04,0.39,76.00,43.56,1998.00,184.00,3.12
199806016139,7.70,-0.04,0.39,97.00,43.54,1998.00,185.00,4.21
199806016140,7.50,-0.04,0.39,137.00,43.58,1998.00,185.00,3.78
199806016141,7.50,-0.04,0.39,168.00,43.58,1998.00,185.00,4.81
199806016146,6.80,-0.04,0.39,196.00,43.91,1998.00,186.00,4.49
199806016147,7.00,-0.04,0.39,189.00,43.90,1998.00,186.00,4.19
199806016148,7.10,-0.04,0.39,139.00,43.92,1998.00,186.00,3.77
199806016149,7.40,-0.04,0.39,126.00,43.92,1998.00,186.00,3.30
199806016150,7.40,-0.04,0.39,103.00,43.91,1998.00,187.00,3.12
199806016151,7.60,-0.04,0.39,82.00,43.91,1998.00,187.00,2.56
199806016152,7.90,-0.04,0.39,74.00,44.24,1998.00,187.00,1.41
199806016153,8.10,-0.04,0.39,85.00,44.25,1998.00,187.00,1.76
199806016154,8.10,-0.04,0.39,92.00,44.25,1998.00,187.00,2.02
199806016155,7.90,-0.04,0.39,100.00,44.25,1998.00,187.00,1.95
199806016156,8.00,-0.04,0.39,101.00,44.24,1998.00,187.00,2.42
199806016157,8.00,-0.04,0.39,166.00,44.28,1998.00,188.00,3.03
199806016163,7.00,-0.04,0.39,164.00,44.56,1998.00,189.00,3.49
199806016164,7.90,-0.04,0.39,80.00,44.57,1998.00,190.00,1.56
199806016165,8.10,-0.04,0.39,79.00,44.57,1998.00,190.00,1.58
199806016166,7.80,-0.04,0.39,119.00,44.55,1998.00,191.00,2.04
199806016176,7.30,-0.04,0.39,167.00,44.90,1998.00,193.00,3.48
199806016178,7.80,-0.04,0.39,121.00,44.90,1998.00,193.00,2.80
199806016179,7.90,-0.04,0.39,99.00,44.91,1998.00,193.00,2.51
199806016180,7.00,-0.04,0.39,162.00,45.25,1998.00,193.00,3.68
199806016181,7.80,-0.04,0.39,91.00,45.25,1998.00,193.00,2.69
199806016182,7.40,-0.04,0.39,129.00,45.24,1998.00,194.00,3.20
199806016190,7.20,-0.04,0.39,192.00,45.57,1998.00,195.00,4.09
199806016191,7.40,-0.04,0.39,172.00,45.59,1998.00,195.00,4.13
199806016192,7.50,-0.04,0.39,159.00,45.57,1998.00,195.00,4.12
199806016193,7.90,-0.04,0.39,119.00,45.57,1998.00,195.00,3.17
199806016194,8.00,-0.04,0.39,99.00,45.58,1998.00,196.00,2.69
199806016195,8.50,-0.04,0.39,72.00,45.74,1998.00,196.00,2.25
199806016196,8.20,-0.04,0.39,70.00,45.90,1998.00,196.00,2.98
199806016197,7.90,-0.04,0.39,81.00,45.90,1998.00,196.00,3.11
199806016198,7.40,-0.04,0.39,121.00,45.90,1998.00,196.00,4.17
199806016199,7.30,-0.04,0.39,140.00,45.91,1998.00,198.00,5.71
199806016200,7.40,-0.04,0.39,144.00,45.91,1998.00,198.00,6.55
199806016201,7.40,-0.04,0.39,151.00,45.89,1998.00,198.00,5.90
199806016207,7.80,-0.04,0.39,76.00,46.25,1998.00,200.00,4.24
199806016208,8.00,-0.04,0.39,61.00,46.57,1998.00,200.00,4.66
199806016209,7.80,-0.04,0.39,91.00,46.56,1998.00,200.00,4.87
199806016211,7.10,-0.04,0.39,195.00,46.58,1998.00,200.00,5.96
199806016213,7.70,-0.04,0.39,82.00,46.90,1998.00,210.00,3.05
199806016214,7.70,-0.04,0.39,98.00,46.91,1998.00,210.00,4.69
199806016216,7.60,-0.04,0.39,111.00,46.90,1998.00,210.00,5.34
199806016217,7.40,-0.04,0.39,134.00,46.91,1998.00,210.00,5.52
199806016218,7.40,-0.04,0.39,148.00,46.91,1998.00,210.00,5.53
199806016219,7.40,-0.04,0.39,159.00,47.05,1998.00,211.00,4.00
199806016220,7.40,-0.04,0.39,149.00,47.09,1998.00,211.00,4.18
199806016221,7.40,-0.04,0.39,137.00,47.09,1998.00,211.00,4.63
199806016223,7.90,-0.04,0.39,83.00,47.10,1998.00,211.00,2.32
199806016226,7.40,-0.22,0.27,142.00,47.24,1998.00,212.00,4.28
199806016227,7.40,-0.22,0.27,125.00,47.23,1998.00,212.00,3.98
199806016228,7.70,-0.22,0.27,94.00,47.24,1998.00,212.00,2.93
199806016229,7.90,-0.22,0.27,72.00,47.23,1998.00,213.00,1.71
199806016230,7.60,-0.22,0.27,106.00,47.40,1998.00,213.00,3.93
199806023093,7.60,0.40,0.12,191.00,41.07,1998.00,177.00,6.93
199806023094,8.10,0.40,0.12,168.00,41.07,1998.00,177.00,6.76
199806023095,8.50,0.40,0.12,103.00,41.08,1998.00,178.00,6.03
199806023097,8.30,0.40,0.12,117.00,41.40,1998.00,178.00,5.52
199806023098,8.50,0.40,0.12,94.00,41.41,1998.00,178.00,5.51
199806023099,8.50,0.40,0.12,82.00,41.41,1998.00,178.00,5.41
199806023100,8.50,0.40,0.12,68.00,41.41,1998.00,179.00,5.15
199806023103,8.40,0.40,0.12,107.00,41.74,1998.00,179.00,5.71
199806023104,8.50,0.40,0.12,77.00,41.74,1998.00,179.00,5.57
199806023107,8.10,0.40,0.12,115.00,42.08,1998.00,180.00,4.53
199806023108,8.20,0.40,0.12,101.00,42.07,1998.00,180.00,4.42
199806023109,8.40,0.40,0.12,81.00,42.08,1998.00,180.00,4.30
199806023112,8.50,-0.04,0.39,79.00,42.41,1998.00,181.00,3.69
199806023113,8.60,-0.04,0.39,63.00,42.43,1998.00,181.00,3.55
199806023115,7.40,-0.04,0.39,192.00,42.72,1998.00,182.00,4.45
199806023116,8.00,-0.04,0.39,109.00,42.71,1998.00,182.00,3.87
199806023117,8.30,-0.04,0.39,76.00,42.74,1998.00,182.00,3.71
199806023121,7.70,-0.04,0.39,125.00,43.08,1998.00,183.00,4.76
199806023122,7.90,-0.04,0.39,101.00,43.05,1998.00,183.00,3.56
199806023123,8.00,-0.04,0.39,66.00,43.07,1998.00,183.00,0.61
199806023125,7.40,-0.04,0.39,188.00,43.40,1998.00,184.00,4.16
199806023126,7.60,-0.04,0.39,117.00,43.40,1998.00,184.00,3.07
199806023127,7.80,-0.04,0.39,101.00,43.41,1998.00,184.00,3.02
199806023128,7.80,-0.04,0.39,85.00,43.42,1998.00,184.00,3.07
199806023131,7.40,-0.04,0.39,176.00,43.74,1998.00,185.00,4.14
199806023132,7.60,-0.04,0.39,126.00,43.71,1998.00,185.00,3.77
199806023133,7.60,-0.04,0.39,112.00,43.74,1998.00,185.00,3.83
199806023134,7.70,-0.04,0.39,102.00,43.74,1998.00,185.00,3.91
199806023138,8.40,-0.04,0.39,91.00,44.07,1998.00,186.00,2.63
199806023139,8.10,-0.04,0.39,115.00,44.08,1998.00,186.00,3.52
199806023140,7.30,-0.04,0.39,125.00,44.07,1998.00,186.00,4.25
199806023141,7.40,-0.04,0.39,122.00,44.08,1998.00,187.00,4.36
199806023142,7.20,-0.04,0.39,118.00,44.08,1998.00,187.00,3.74
199806023143,7.30,-0.04,0.39,112.00,44.08,1998.00,187.00,2.82
199806023144,7.60,-0.04,0.39,83.00,44.08,1998.00,187.00,1.97
199806023145,8.30,-0.04,0.39,56.00,44.08,1998.00,187.00,1.89
199806023146,8.10,-0.04,0.39,68.00,44.41,1998.00,187.00,2.17
199806023149,7.40,-0.04,0.39,161.00,44.39,1998.00,188.00,2.88
199806023150,7.80,-0.04,0.39,128.00,44.39,1998.00,188.00,2.53
199806023152,7.90,-0.04,0.39,112.00,44.41,1998.00,188.00,1.52
199806023153,7.70,-0.04,0.39,102.00,44.42,1998.00,189.00,1.17
199806023154,8.50,-0.04,0.39,80.00,44.39,1998.00,189.00,1.88
199806023155,8.00,-0.04,0.39,80.00,44.74,1998.00,190.00,2.34
199806023156,8.10,-0.04,0.39,101.00,44.74,1998.00,190.00,2.69
199806023157,8.00,-0.04,0.39,110.00,44.74,1998.00,190.00,2.96
199806023161,6.90,-0.04,0.39,161.00,44.76,1998.00,191.00,3.96
199806023162,7.70,-0.04,0.39,131.00,44.74,1998.00,191.00,3.43
199806023169,7.30,-0.04,0.39,154.00,45.07,1998.00,193.00,3.73
199806023170,7.80,-0.04,0.39,122.00,45.07,1998.00,193.00,2.93
199806023171,8.10,-0.04,0.39,83.00,45.07,1998.00,193.00,2.00
199806023172,7.80,-0.04,0.39,99.00,45.40,1998.00,193.00,2.91
199806023173,7.70,-0.04,0.39,122.00,45.41,1998.00,194.00,3.50
199806023174,7.50,-0.04,0.39,148.00,45.41,1998.00,194.00,4.05
199806023175,7.40,-0.04,0.39,165.00,45.40,1998.00,194.00,4.37
199806023182,7.30,-0.04,0.39,193.00,45.76,1998.00,195.00,3.12
199806023183,7.40,-0.04,0.39,183.00,45.74,1998.00,195.00,4.21
199806023184,7.40,-0.04,0.39,174.00,45.74,1998.00,195.00,4.76
199806023185,7.40,-0.04,0.39,144.00,45.76,1998.00,196.00,5.08
199806023186,7.60,-0.04,0.39,132.00,45.74,1998.00,196.00,4.09
199806023187,7.90,-0.04,0.39,111.00,45.74,1998.00,196.00,3.29
199806023188,7.60,-0.04,0.39,97.00,45.91,1998.00,196.00,3.45
199806023189,8.30,-0.04,0.39,66.00,46.08,1998.00,198.00,3.12
199806023190,7.90,-0.04,0.39,88.00,46.08,1998.00,198.00,3.43
199806023191,7.60,-0.04,0.39,124.00,46.07,1998.00,198.00,4.44
199806023192,7.50,-0.04,0.39,129.00,46.08,1998.00,198.00,4.56
199806023193,7.50,-0.04,0.39,137.00,46.07,1998.00,198.00,4.69
199806023194,7.50,-0.04,0.39,142.00,46.08,1998.00,198.00,4.67
199806023195,7.40,-0.04,0.39,172.00,46.07,1998.00,199.00,5.06
199806023198,7.40,-0.04,0.39,148.00,46.41,1998.00,199.00,3.90
199806023199,7.70,-0.04,0.39,126.00,46.41,1998.00,199.00,4.32
199806023200,8.10,-0.04,0.39,69.00,46.40,1998.00,200.00,4.66
199806023201,7.80,-0.04,0.39,108.00,46.41,1998.00,200.00,4.56
199806023202,8.10,-0.04,0.39,69.00,46.74,1998.00,200.00,4.39
199806023203,7.80,-0.04,0.39,82.00,46.74,1998.00,200.00,4.89
199806023204,7.70,-0.04,0.39,98.00,46.74,1998.00,200.00,5.13
199806023205,7.40,-0.04,0.39,137.00,46.74,1998.00,200.00,5.03
199806023206,7.40,-0.04,0.39,158.00,46.75,1998.00,201.00,4.99
199806023207,7.00,-0.04,0.39,194.00,46.74,1998.00,201.00,3.65
199806023208,7.70,-0.04,0.39,103.00,47.07,1998.00,201.00,3.93
199806023209,7.80,-0.04,0.39,82.00,47.41,1998.00,201.00,3.05
199806023210,7.90,-0.04,0.39,66.00,47.58,1998.00,202.00,3.00
199806023211,7.60,-0.04,0.39,118.00,47.57,1998.00,202.00,4.23
199806023212,7.20,-0.04,0.39,136.00,47.57,1998.00,202.00,4.55
199806023213,6.90,-0.04,0.39,165.00,47.57,1998.00,202.00,4.89
199806023216,7.60,-0.04,0.39,123.00,47.74,1998.00,203.00,5.02
199806023217,7.30,-0.04,0.39,148.00,47.74,1998.00,203.00,5.39
199806023220,7.70,-0.04,0.39,78.00,47.74,1998.00,203.00,3.26
199806023221,7.70,-0.04,0.39,62.00,47.74,1998.00,204.00,3.11
199806023222,7.80,-0.04,0.39,70.00,47.90,1998.00,204.00,3.55
199806023223,7.50,-0.04,0.39,101.00,47.91,1998.00,204.00,4.73
199806023224,7.40,-0.04,0.39,127.00,47.91,1998.00,204.00,5.49
199806023225,7.30,-0.04,0.39,153.00,47.91,1998.00,204.00,5.87
199806023227,7.10,-0.04,0.39,168.00,47.89,1998.00,204.00,6.04
200106143144,7.40,-1.31,1.50,168.00,41.25,2001.00,189.00,6.57
200106143145,7.90,-1.31,1.50,98.00,41.25,2001.00,189.00,5.79
200106143146,7.90,-1.31,1.50,67.00,41.23,2001.00,189.00,4.41
200106143148,7.70,-1.31,1.50,115.00,41.44,2001.00,190.00,5.43
200106143149,7.90,-1.31,1.50,94.00,41.40,2001.00,190.00,5.51
200106143150,7.90,-1.31,1.50,81.00,41.41,2001.00,190.00,5.41
200106143151,7.90,-1.31,1.50,72.00,41.40,2001.00,190.00,5.26
200106143153,7.90,-1.31,1.50,98.00,41.56,2001.00,191.00,5.47
200106143154,7.70,-1.31,1.50,130.00,41.59,2001.00,191.00,5.43
200106143159,7.80,-1.31,1.50,79.00,41.74,2001.00,192.00,5.57
200106143160,7.90,-1.31,1.50,110.00,41.74,2001.00,192.00,5.72
200106143164,7.80,-1.31,1.50,113.00,41.91,2001.00,192.00,4.77
200106143165,8.20,-1.31,1.50,65.00,41.92,2001.00,193.00,4.57
200106143166,8.00,-1.31,1.50,81.00,41.92,2001.00,193.00,4.66
200106143169,7.80,-1.31,1.50,119.00,42.08,2001.00,193.00,4.54
200106143170,8.00,-1.31,1.50,81.00,42.08,2001.00,194.00,4.31
200106143171,7.90,-1.31,1.50,104.00,42.08,2001.00,194.00,4.42
200106143172,7.30,-1.31,1.50,121.00,43.41,2001.00,195.00,3.07
200106143173,7.30,-1.31,1.50,103.00,43.41,2001.00,195.00,3.02
200106143174,7.40,-1.31,1.50,88.00,43.41,2001.00,195.00,3.06
200106143175,7.00,-1.31,1.50,193.00,43.40,2001.00,197.00,4.20
200106143179,7.80,-1.31,1.50,104.00,42.23,2001.00,198.00,4.68
200106143180,7.70,-1.31,1.50,133.00,42.24,2001.00,198.00,4.88
200106143185,7.70,-1.31,1.50,120.00,42.38,2001.00,199.00,4.19
200106143189,7.60,-1.31,1.50,64.00,43.07,2001.00,200.00,0.41
200106143190,7.40,-1.31,1.50,103.00,43.04,2001.00,200.00,3.67
200106143191,7.20,-1.31,1.50,129.00,43.07,2001.00,200.00,4.65
200106143194,7.40,-1.31,1.50,73.00,43.57,2001.00,201.00,2.82
200106143195,7.20,-1.31,1.50,106.00,43.60,2001.00,201.00,4.34
200106143196,7.30,-1.31,1.50,140.00,43.58,2001.00,201.00,3.72
200106143197,7.20,-1.31,1.50,174.00,43.57,2001.00,201.00,4.81
200106143202,7.10,-1.31,1.50,185.00,43.91,2001.00,202.00,4.28
200106143203,7.20,-1.31,1.50,143.00,43.92,2001.00,202.00,3.86
200106143204,7.20,-1.31,1.50,130.00,43.92,2001.00,202.00,3.32
200106143205,7.10,-1.31,1.50,108.00,43.91,2001.00,202.00,3.08
200106143206,7.10,-1.31,1.50,84.00,43.91,2001.00,202.00,2.56
200106143207,7.10,-1.31,1.50,74.00,44.25,2001.00,203.00,1.41
200106143208,7.10,-1.31,1.50,85.00,44.25,2001.00,203.00,1.72
200106143209,7.10,-1.31,1.50,94.00,44.25,2001.00,203.00,1.99
200106143210,7.00,-1.31,1.50,103.00,44.25,2001.00,203.00,2.09
200106143211,7.00,-1.31,1.50,110.00,44.25,2001.00,203.00,2.50
200106143212,7.10,-1.31,1.50,111.00,44.21,2001.00,203.00,2.29
200106143215,7.00,-1.31,1.50,150.00,44.28,2001.00,204.00,2.80
200106143220,7.50,-1.31,1.50,82.00,44.58,2001.00,205.00,1.44
200106143222,7.00,-1.31,1.50,125.00,44.55,2001.00,206.00,2.07
200106143223,6.90,-1.31,1.50,165.00,44.55,2001.00,206.00,3.45
200106143231,7.10,-1.31,1.50,171.00,44.92,2001.00,208.00,3.42
200106143232,7.00,-1.31,1.50,147.00,44.89,2001.00,208.00,3.25
200106143233,6.90,-1.31,1.50,123.00,44.92,2001.00,209.00,2.78
200106143234,6.90,-1.31,1.50,99.00,44.90,2001.00,209.00,2.51
200106143236,6.60,-1.31,1.50,161.00,45.24,2001.00,209.00,3.68
200106143237,6.80,-1.31,1.50,129.00,45.22,2001.00,209.00,3.14
200106143238,7.10,-1.31,1.50,92.00,45.23,2001.00,209.00,2.69
200106143245,6.60,-1.31,1.50,194.00,45.56,2001.00,210.00,4.05
200106143246,7.00,-1.31,1.50,99.00,45.57,2001.00,211.00,2.63
200106143247,6.70,-1.31,1.50,121.00,45.58,2001.00,211.00,3.18
200106143248,6.50,-1.31,1.50,162.00,45.57,2001.00,211.00,4.10
200106143249,6.50,-1.31,1.50,177.00,45.58,2001.00,211.00,4.12
200106143252,6.60,-1.31,1.50,154.00,45.90,2001.00,211.00,5.87
200106143253,6.50,-0.77,1.92,147.00,45.89,2001.00,212.00,6.60
200106143254,6.50,-0.77,1.92,143.00,45.90,2001.00,212.00,5.73
200106143255,6.70,-0.77,1.92,121.00,45.91,2001.00,212.00,4.20
200106143256,6.90,-0.77,1.92,102.00,45.91,2001.00,212.00,3.46
200106143257,7.00,-0.77,1.92,85.00,45.90,2001.00,212.00,3.10
200106143258,7.20,-0.77,1.92,72.00,45.90,2001.00,212.00,2.96
200106143259,6.90,-0.77,1.92,78.00,46.24,2001.00,212.00,4.24
200106143260,6.60,-0.77,1.92,113.00,46.22,2001.00,212.00,4.39
200106143261,7.20,-0.77,1.92,66.00,46.41,2001.00,213.00,4.61
200106143262,6.70,-0.77,1.92,108.00,46.40,2001.00,213.00,4.49
200106143263,6.60,-0.77,1.92,124.00,46.41,2001.00,213.00,4.35
200106143264,6.60,-0.77,1.92,150.00,46.41,2001.00,213.00,3.87
200106143265,6.90,-0.77,1.92,139.00,46.56,2001.00,213.00,5.61
200106143266,7.00,-0.77,1.92,89.00,46.56,2001.00,213.00,4.70
200106143267,7.20,-0.77,1.92,61.00,46.57,2001.00,213.00,4.66
200106149065,6.90,-0.47,2.35,68.00,44.41,2001.00,172.00,2.13
200106149066,7.30,-0.47,2.35,84.00,44.40,2001.00,172.00,1.80
200106149070,6.90,-1.31,1.50,168.00,44.39,2001.00,197.00,2.97
200106149071,6.90,-1.31,1.50,131.00,44.39,2001.00,197.00,2.48
200106149074,7.50,-1.31,1.50,151.00,42.58,2001.00,198.00,3.94
200106149075,7.50,-1.31,1.50,107.00,42.58,2001.00,198.00,3.38
200106149076,7.90,-1.31,1.50,62.00,42.58,2001.00,198.00,3.29
200106149077,7.90,-1.31,1.50,64.00,42.43,2001.00,198.00,3.54
200106149078,7.80,-1.31,1.50,80.00,42.42,2001.00,198.00,3.63
200106149087,7.40,-1.31,1.50,119.00,43.28,2001.00,200.00,4.05
200106149088,7.40,-1.31,1.50,79.00,43.28,2001.00,200.00,3.11
200106149091,7.00,-1.31,1.50,177.00,43.73,2001.00,201.00,4.16
200106149093,7.20,-1.31,1.50,115.00,43.74,2001.00,201.00,3.81
200106149094,7.10,-1.31,1.50,105.00,43.75,2001.00,201.00,3.90
200106149096,7.20,-1.31,1.50,84.00,44.07,2001.00,202.00,2.04
200106149097,7.00,-1.31,1.50,112.00,44.08,2001.00,202.00,2.68
200106149098,6.90,-1.31,1.50,123.00,44.07,2001.00,202.00,3.68
200106149105,7.10,-1.31,1.50,122.00,44.42,2001.00,203.00,1.60
200106149110,7.10,-1.31,1.50,136.00,44.73,2001.00,204.00,3.43
200106149112,7.10,-1.31,1.50,112.00,44.74,2001.00,205.00,2.98
200106149113,7.10,-1.31,1.50,102.00,44.74,2001.00,205.00,2.70
200106149114,7.10,-1.31,1.50,83.00,44.73,2001.00,205.00,2.45
200106149121,6.70,-1.31,1.50,156.00,45.09,2001.00,207.00,3.57
200106149122,6.80,-1.31,1.50,128.00,45.06,2001.00,207.00,2.95
200106149123,7.10,-1.31,1.50,87.00,45.06,2001.00,207.00,2.05
200106149124,6.60,-1.31,1.50,171.00,45.40,2001.00,207.00,4.36
200106149125,6.60,-1.31,1.50,153.00,45.40,2001.00,208.00,4.03
200106149126,6.70,-1.31,1.50,127.00,45.40,2001.00,208.00,3.52
200106149127,6.90,-1.31,1.50,89.00,45.40,2001.00,209.00,2.91
200106149134,6.50,-1.31,1.50,196.00,45.76,2001.00,210.00,3.19
200106149135,6.50,-1.31,1.50,188.00,45.75,2001.00,210.00,3.90
200106149136,6.60,-1.31,1.50,177.00,45.74,2001.00,211.00,4.80
200106149137,6.60,-1.31,1.50,147.00,45.76,2001.00,211.00,5.08
200106149138,6.60,-1.31,1.50,137.00,45.73,2001.00,211.00,4.11
200106149139,7.10,-1.31,1.50,76.00,45.73,2001.00,211.00,2.22
200106149140,6.90,-1.31,1.50,113.00,45.74,2001.00,211.00,3.22
200106149141,7.10,-1.31,1.50,69.00,46.07,2001.00,211.00,3.19
200106149144,6.60,-0.77,1.92,176.00,46.08,2001.00,212.00,5.08
200106149145,6.50,-0.77,1.92,145.00,46.07,2001.00,212.00,4.75
200106149146,6.60,-0.77,1.92,140.00,46.07,2001.00,212.00,4.70
200106149147,6.60,-0.77,1.92,133.00,46.08,2001.00,212.00,4.62
200106149148,6.70,-0.77,1.92,124.00,46.08,2001.00,213.00,4.34
200106149149,7.00,-0.77,1.92,90.00,46.08,2001.00,213.00,3.42
200106149150,6.70,-0.77,1.92,126.00,46.23,2001.00,213.00,4.29
200106149153,6.70,-0.77,1.92,195.00,46.57,2001.00,214.00,6.12
200106149154,6.70,-0.77,1.92,197.00,46.58,2001.00,214.00,5.90
200106149155,6.90,-0.77,1.92,160.00,46.74,2001.00,214.00,4.84
200106149156,6.70,-0.77,1.92,194.00,46.73,2001.00,214.00,3.76
200106149158,7.10,-0.77,1.92,68.00,46.75,2001.00,215.00,4.48
200106149159,7.10,-0.77,1.92,80.00,46.74,2001.00,215.00,4.91
200106149160,7.00,-0.77,1.92,97.00,46.74,2001.00,215.00,5.12
200106149162,6.90,-0.77,1.92,148.00,46.91,2001.00,215.00,5.47
200106149164,6.90,-0.77,1.92,131.00,46.90,2001.00,216.00,5.53
200106149165,7.00,-0.77,1.92,112.00,46.90,2001.00,216.00,5.48
200106149166,7.00,-0.77,1.92,100.00,46.90,2001.00,216.00,4.94
200106149167,7.10,-0.77,1.92,83.00,46.90,2001.00,216.00,3.21
200106149168,7.20,-0.77,1.92,77.00,47.08,2001.00,218.00,2.33
200106149169,7.10,-0.77,1.92,98.00,47.05,2001.00,218.00,3.79
200106149170,6.90,-0.77,1.92,114.00,47.06,2001.00,218.00,4.34
200106149171,6.90,-0.77,1.92,136.00,47.07,2001.00,218.00,4.54
200106149172,6.90,-0.77,1.92,150.00,47.06,2001.00,218.00,4.27
200106149174,6.80,-0.77,1.92,192.00,47.25,2001.00,219.00,4.79
200106149175,6.90,-0.77,1.92,145.00,47.23,2001.00,219.00,4.36
200106149176,6.90,-0.77,1.92,122.00,47.23,2001.00,219.00,3.91
200106149177,7.10,-0.77,1.92,78.00,47.24,2001.00,220.00,2.16
200106149178,7.00,-0.77,1.92,95.00,47.23,2001.00,220.00,3.13
200106149179,7.00,-0.77,1.92,81.00,47.41,2001.00,220.00,3.05
200106149180,6.90,-0.77,1.92,106.00,47.40,2001.00,220.00,4.03
200106149181,6.80,-0.77,1.92,123.00,47.40,2001.00,220.00,4.59
200106149182,6.90,-0.77,1.92,140.00,47.59,2001.00,220.00,4.65
200106149185,6.90,-0.77,1.92,168.00,47.59,2001.00,221.00,4.90
200106149186,7.00,-0.77,1.92,119.00,47.56,2001.00,221.00,4.30
200106149187,7.30,-0.77,1.92,68.00,47.57,2001.00,221.00,3.00
200106149188,7.20,-0.77,1.92,61.00,47.74,2001.00,222.00,3.07
200106149189,7.10,-0.77,1.92,78.00,47.73,2001.00,222.00,3.34
200106149190,7.00,-0.77,1.92,122.00,47.75,2001.00,222.00,5.03
200106149191,7.00,-0.77,1.92,145.00,47.73,2001.00,222.00,5.31
200106149192,6.90,-0.77,1.92,200.00,47.74,2001.00,222.00,5.79
200106149194,7.10,-0.77,1.92,74.00,47.89,2001.00,222.00,3.48
200106149195,7.00,-0.77,1.92,128.00,47.90,2001.00,223.00,5.51
